Petfinder-ID,Name,Size,Gender,Age,Color,Breed
69755589,Tommy,Medium,Male,Baby,Gray,Parson Russell Terrier
69755598,Spring Roll,Medium,Female,Baby,Black,Labrador Retriever
69755602,Sprite,Medium,Male,Baby,Sable,Australian Shepherd
69755604,Hazley,Medium,Female,Young,,German Shepherd
69755608,Davis,Medium,Male,Baby,Black,Ibizan Hound
69755616,Cleo,Large,Female,Adult,White,Great Pyrenees
69755617,Spritz,Small,Male,Baby,Apricot,Chihuahua
69755618,Lucy,Large,Female,Senior,,Boxer
69755622,Peanut,Large,Female,Baby,Brindle,Parson Russell Terrier
69755630,Tutti,Medium,Female,Adult,,Boxer
69755636,Twang,Large,Female,Young,,Parson Russell Terrier
69755680,Sundae,Medium,Female,Baby,Apricot,Whippet
69755681,Zoey,Medium,Female,Adult,Yellow,Staffordshire Bull Terrier
69755683,Jeffrey,Small,Male,Young,Yellow,Parson Russell Terrier
69755685,Grace,Large,Female,Baby,Black,Boxer
69755691,Lexi,Medium,Female,Young,Bicolor,Labrador Retriever
69755700,Peggy,Medium,Female,Young,White,Boxer
69755703,Taylor ,Extra Large,Male,Adult,Black,Australian Shepherd
69755704,David,Large,Male,Young,White,Great Pyrenees
69755705,BLACKBERRY,Small,Male,Baby,Black,Australian Shepherd
69755706,Sunshine,Medium,Male,Baby,Black,Pug
69755708,Oso,Medium,Male,Baby,Yellow,Labrador Retriever
69755714,Sweet Potato,Medium,Female,Young,Black,Parson Russell Terrier
69755720,Tippy,Medium,Female,Baby,Yellow,Labrador Retriever
69755722,Sycamore,Medium,Female,Baby,Tricolor,Labrador Retriever
69755724,Candy Apple,Small,Female,Adult,Red,Beagle
69755728,Taffy,Small,Male,Baby,Black,Chihuahua
69755730,Angelica,Medium,Female,Baby,Black,Labrador Retriever
69755742,Tequila,Small,Female,Young,Tricolor,Parson Russell Terrier
69755750,Kristoff,Medium,Male,Baby,Black,Bull Terrier
69755752,Babs,Medium,Female,Baby,Black,Labrador Retriever
69755753,Teri,Medium,Female,Young,Tricolor,Bernese Mountain Dog
69755756,Kristoff,Medium,Male,Baby,Black,Bull Terrier
69755759,Kristoff,Medium,Male,Baby,Black,Bull Terrier
69755760,Tippy,Medium,Female,Baby,Sable,Australian Shepherd
69755764,TIGER,Large,Male,Young,,German Shepherd
69755767,AZALEA,Medium,Female,Adult,,Staffordshire Bull Terrier
69755768,PRIMROSE,Small,Female,Young,,German Shepherd
69755769,A615560,Small,Male,Baby,,German Shepherd
69755770,A615559,Small,Female,Baby,,German Shepherd
69755771,BANFF,Large,Male,Young,,German Shepherd
69755772,MOONPIE,Large,Male,Young,,Bull Terrier
69755780,EMBER,Medium,Female,Young,,Siberian Husky
69755786,ELWOOD,Large,Male,Adult,,Bull Terrier
69755787,BLU,Large,Male,Young,,Bull Terrier
69755787,BLU,Large,Male,Young,,Bull Terrier
69755826,HANDSOME,Large,Male,Adult,,Bull Terrier
69755835,BRUNO,Large,Male,Adult,,Bull Terrier
69755847,DIXIE,Medium,Female,Adult,,Labrador Retriever
69755877,Tita,Medium,Female,Baby,Red,Chihuahua
69755879,Kristoff,Medium,Male,Baby,Black,Bull Terrier
69755881,Mulder,Large,Male,Senior,Brindle,Bull Terrier
69755882,Fox,Medium,Male,Adult,Brindle,Boxer
69755883,Pacino 3003,Large,Male,Adult,,German Shepherd
69755888,Dash,Small,Male,Baby,Golden,Dachshund
69755892,Kristoff,Medium,Male,Baby,Black,Bull Terrier
69755893,Butterball,Small,Male,Adult,Yellow,Norfolk Terrier
69755895,Toothless,Large,Male,Young,Black,Labrador Retriever
69755896,Kristoff,Medium,Male,Baby,Black,Bull Terrier
69755902,Wheezy (I have a video),Medium,Male,Baby,Black,Beagle
69755909,Tucker,Medium,Female,Baby,Black,Siberian Husky
69755910,Kristoff,Medium,Male,Baby,Black,Bull Terrier
69755915,Kristoff,Medium,Male,Baby,Black,Bull Terrier
69755918,Valencia,Small,Female,Young,Black,Manchester Terrier
69755924,Reese,Medium,Female,Baby,Bicolor,Belgian Sheepdog
69755926,Velvet,Small,Female,Young,Black,Miniature Pinscher
69755936,King Charles,Small,Male,Young,Black,Miniature Schnauzer
69755937,Rex (I have a video),Medium,Male,Baby,Black,Beagle
69755938,Walnut,Medium,Female,Adult,Apricot,Australian Shepherd
69755945,Watermelon,Medium,Female,Young,Black,American Staffordshire Terrier
69755953,Jax,Large,Male,Senior,Black,Labrador Retriever
69755959,Mimic,Small,Male,Baby,Black,American Staffordshire Terrier
69755960,Nino,Medium,Male,Baby,Brindle,American Staffordshire Terrier
69755961,33 Beans,Small,Female,Adult,Black,Chihuahua
69755962,BK,Medium,Male,Baby,Brindle,American Staffordshire Terrier
69755966,Monty,Small,Male,Adult,Bicolor,Yorkshire Terrier
69755970,Zach,Large,Male,Young,White,Labrador Retriever
69755974,Goose,Large,Male,Young,Red,Labrador Retriever
69755975,Buzz (I have a video),Medium,Male,Baby,Black,Beagle
69755983,Zeus,Medium,Male,Young,Black,Siberian Husky
69756125,Wishbone,Small,Female,Adult,Black,Parson Russell Terrier
69756126,Borris Boo,Large,Male,Young,,Great Pyrenees
69756149,Waldo,Small,Male,Young,,Parson Russell Terrier
69756155,King,Medium,Male,Baby,Sable,Australian Shepherd
69756156,Bud,Small,Male,Baby,Yellow,Chihuahua
69756161,Piper aka June,Large,Female,Baby,Brown,Collie
69756167,Nalu,Medium,Female,Young,Apricot,American Staffordshire Terrier
69756173,Toffee,Medium,Female,Baby,,Labrador Retriever
69756188,Lambchop,Medium,Female,Adult,Yellow,American Staffordshire Terrier
69756190,Kane,Large,Male,Adult,,Australian Shepherd
69756191,Wishbone,Small,Male,Young,Bicolor,Toy Fox Terrier
69756196,Gemma,Small,Female,Baby,Apricot,Cocker Spaniel
69756203,Amelia,Medium,Female,Young,Gray,American Staffordshire Terrier
69756205,Duke,Large,Male,Adult,Bicolor,German Shepherd
69756206,Black Widow,Medium,Female,Baby,Black,Australian Cattle Dog
69756207,Captain Marvel,Medium,Female,Baby,Black,Australian Cattle Dog
69756208,Creamy,Small,Female,Adult,Brindle,Boston Terrier
69756213,Glinda,Medium,Female,Adult,Bicolor,Australian Shepherd
69756217,Bullet,Small,Male,Baby,,Chinese Crested
69756219,Molly,Small,Female,Baby,Yellow,Chihuahua
69756220,Missy,Medium,Female,Young,Red,American Staffordshire Terrier
69756221,Jake (TX),Medium,Male,Young,Apricot,Labrador Retriever
69756223,Chance ,Small,Male,Young,Black,Poodle
69756244,Ned,Large,Male,Baby,Yellow,Australian Shepherd
69756249,Pauly aka Johnny,Large,Male,Baby,Brown,Collie
69756250,April,Medium,Female,Baby,Black,Labrador Retriever
69756300,Mama Dog,Large,Female,Adult,Black,Border Collie
69756308,54822202,Large,Female,Adult,,Siberian Husky
69756311,Lapdog kylie ,Small,Female,Adult,White,Shih Tzu
69756321,Alligator,Medium,Male,Adult,Black,Australian Shepherd
69756323,Marge,Large,Female,Baby,Bicolor,Australian Shepherd
69756328,Charlie A418573 FosterHomeHousebrokenCrateTrainedDogFriendly,Medium,Male,Young,,Bull Terrier
69756335,Lala,Large,Female,Adult,Bicolor,Australian Shepherd
69756336,Aleu,Small,Female,Baby,,Toy Fox Terrier
69756372,Louie,Medium,Male,Adult,Tricolor,Labrador Retriever
69756382,Molly,Large,Female,Young,,Border Collie
69756385,Beanie,Large,Male,Young,,Boxer
69756414,Petey ,Large,Male,Baby,Yellow,Collie
69756429,Rocky,Large,Male,Baby,Bicolor,German Shepherd
69756430,Leia Organa,Medium,Female,Adult,Yellow,Labrador Retriever
69756431,Nina,Medium,Female,Young,Black,Staffordshire Bull Terrier
69756432,Kenai,Small,Male,Adult,Yellow,Chihuahua
69756433,Baxter,Large,Male,Young,Yellow,Labrador Retriever
69756435,Stella,Medium,Female,Adult,Black,Boxer
69756438,Holly,Medium,Female,Baby,Yellow,Labrador Retriever
69756446,Godiva,Medium,Female,Baby,Brindle,Labrador Retriever
69756449,Margaret,Medium,Female,Adult,Yellow,Golden Retriever
69756450,Mable,Large,Female,Adult,Yellow,Poodle
69756460,Trixie,Small,Female,Adult,,Parson Russell Terrier
69756462,Zenna,Medium,Female,Baby,Black,Australian Shepherd
69756464,Ellie Mae,Small,Female,Adult,Gray,Shih Tzu
69756469,Wednesday,Small,Female,Baby,Apricot,Chihuahua
69756472,Wednesday,Small,Female,Baby,Apricot,Chihuahua
69756474,Rocco,Medium,Male,Baby,Black,Wire Fox Terrier
69756488,Nova,Medium,Female,Adult,Black,Bull Terrier
69756489,Wednesday,Small,Female,Baby,Apricot,Chihuahua
69756504,Basil,Large,Male,Baby,Apricot,Bluetick Coonhound
69756505,Bagel,Medium,Female,Adult,,Chihuahua
69756510,Chip,Medium,Male,Baby,Tricolor,Labrador Retriever
69756512,DOLLY,Small,Female,Adult,,Yorkshire Terrier
69756531,Lady,Large,Female,Adult,Bicolor,Rottweiler
69756546,Zelos,Large,Male,Adult,Tricolor,Parson Russell Terrier
69756553,Bodhi,Large,Male,Baby,Black,Bluetick Coonhound
69756563,Max,Medium,Male,Adult,Black,French Bulldog
69756569,Briggs,Large,Male,Baby,Tricolor,Bluetick Coonhound
69756570,Bella,Medium,Female,Adult,Bicolor,German Shepherd
69756573,Genie,Medium,Female,Young,Brown,Shetland Sheepdog
69756575,Angel,Large,Female,Young,White,Great Pyrenees
69756586,BRENDA,Medium,Female,Young,,Parson Russell Terrier
69756587,Toast,Small,Male,Adult,,Chihuahua
69756590,DAX,Medium,Male,Young,,Parson Russell Terrier
69756591,ELI,Medium,Male,Young,,Belgian Sheepdog
69756593,CHARLIE,Medium,Male,Young,,Bull Terrier
69756594,DUKE,Medium,Male,Young,,Bull Terrier
69756595,MARLEE,Medium,Female,Young,,German Shepherd
69756597,LUCY,Medium,Female,Young,,Chihuahua
69756598,MILO,Medium,Male,Young,,Siberian Husky
69756611,Paul,Medium,Male,Young,,Bull Terrier
69756630,Eden,Large,Female,Young,,German Shepherd
69756631,Verne,Medium,Male,Young,White,Parson Russell Terrier
69756632,Lurch,Medium,Male,Baby,White,American Staffordshire Terrier
69756633,Elijah,Medium,Male,Baby,,Parson Russell Terrier
69756634,SWEET ROMAN.....SWEETEST PUPPY EVER!!!,Medium,Male,Young,Yellow,Golden Retriever
69756635,Sable ,Medium,Female,Adult,White,Collie
69756640,Julio,Medium,Male,Young,Bicolor,Parson Russell Terrier
69756641,Alicia,Medium,Female,Young,Black,Miniature Pinscher
69756642,Freddy,Small,Male,Baby,Yellow,Chihuahua
69756645,Freddy,Small,Male,Baby,Yellow,Chihuahua
69756679,Viernes,Medium,Male,Young,Bicolor,Parson Russell Terrier
69756680,Pepper,Large,Female,Adult,Black,Doberman Pinscher
69756683,Freddy,Small,Male,Baby,Yellow,Chihuahua
69756684,Allie,Large,Female,Adult,,American English Coonhound
69756685,Mischief,Large,Female,Adult,,Australian Cattle Dog
69756686,Morticia,Medium,Female,Baby,White,American Staffordshire Terrier
69756687,Baloo,Large,Male,Adult,,Labrador Retriever
69756694,Nicky DFW,Large,Female,Young,,Great Pyrenees
69756695,Avalanche DFW,Large,Male,Young,,Great Pyrenees
69756697,Jerry Lee,Medium,Male,Young,Black,Australian Shepherd
69756699,Wishbone,Small,Male,Baby,Brindle,Boxer
69756701,Victor,Large,Male,Adult,White,Bull Terrier
69756702,MILO,Medium,Male,Young,,Australian Shepherd
69756703,Jack,Large,Male,Young,,Australian Shepherd
69756704,Remi,Large,Female,Young,,Labrador Retriever
69756715,Sissy,Medium,Female,Young,,Labrador Retriever
69756719,Chico ,Small,Male,Young,Brindle,Parson Russell Terrier
69756722,Gauge,Extra Large,Male,Adult,Brindle,Mastiff
69756730,Waylon,Medium,Male,Young,,Labrador Retriever
69756734,Taylor,Large,Female,Adult,Bicolor,Australian Shepherd
69756755,Flap Jack,Medium,Male,Baby,Black,Labrador Retriever
69756759,Flap Jack,Medium,Male,Baby,Black,Labrador Retriever
69756760,Cardi,Medium,Female,Baby,White,American English Coonhound
69756761,Sophia,Medium,Female,Baby,Bicolor,Australian Cattle Dog
69756763,Cardi,Medium,Female,Baby,White,American English Coonhound
69756771,Fester,Medium,Male,Baby,Apricot,American Staffordshire Terrier
69756777,Flap Jack,Medium,Male,Baby,Black,Labrador Retriever
69756778,Blanche ,Medium,Female,Baby,Tricolor,Australian Cattle Dog
69756786,Cardi,Medium,Female,Baby,White,American English Coonhound
69756793,Cardi,Medium,Female,Baby,White,American English Coonhound
69756794,Cardi,Medium,Female,Baby,White,American English Coonhound
69756798,Dorothy ,Medium,Female,Baby,Black,Australian Cattle Dog
69756800,Cardi,Medium,Female,Baby,White,American English Coonhound
69756805,Camilo,Medium,Male,Adult,White,Parson Russell Terrier
69756810,Draco,Medium,Male,Baby,Black,Labrador Retriever
69756836,Lexy,Medium,Female,Baby,Tricolor,Belgian Sheepdog
69756850,Holly,Small,Female,Senior,White,Poodle
69756861,Jameson,Large,Male,Baby,Tricolor,Australian Shepherd
69756866,Jameson,Large,Male,Baby,Tricolor,Australian Shepherd
69756873,Frankie,Small,Female,Baby,Bicolor,Cairn Terrier
69756875,Jameson,Large,Male,Baby,Tricolor,Australian Shepherd
69756886,Marmalade,Small,Female,Young,Tricolor,Beagle
69756894,Kramer,Medium,Male,Baby,Black,Poodle
69756895,George,Medium,Male,Baby,Black,Poodle
69756897,Prancer,Medium,Male,Baby,White,Bedlington Terrier
69756904,Blitzen,Medium,Male,Baby,Gray,Bedlington Terrier
69756905,Autumn,Medium,Female,Adult,Brown,Bulldog
69756910,Zoe,Small,Female,Young,Apricot,Chihuahua
69756914,Zoe,Small,Female,Young,Apricot,Chihuahua
69756929,Zoe,Small,Female,Young,Apricot,Chihuahua
69756938,Jacob,Medium,Male,Baby,Golden,Labrador Retriever
69756941,Jacob,Medium,Male,Baby,Golden,Labrador Retriever
69756958,Jacob,Medium,Male,Baby,Golden,Labrador Retriever
69756975,Ranger ,Small,Male,Adult,White,Chihuahua
69757005,Lucy,Medium,Female,Young,,Australian Cattle Dog
69757015,Zeke,Medium,Male,Young,,Anatolian Shepherd Dog
69757025,PICASSO,Large,Male,Adult,,Border Collie
69757026,DAVINCI,Large,Male,Adult,,Border Collie
69757044,Kima,Small,Female,Young,Yellow,Boxer
69757068,Kaino,Large,Male,Young,,Siberian Husky
69757072,BIG BOY,Small,Male,Young,,Basenji
69757074,MILO,Medium,Male,Adult,,Bull Terrier
69757086,Memphis,Medium,Male,Young,,Anatolian Shepherd Dog
69757093,Tank,Large,Male,Baby,Black,Great Dane
69757117,Jophey,Medium,Male,Young,,Australian Shepherd
69757120,Jophey,Medium,Male,Young,,Australian Shepherd
69757130,Tank,Large,Male,Baby,Black,Great Dane
69757134,Lottie,Medium,Female,Adult,Black,Bulldog
69757137,Lime,Large,Male,Baby,Black,Labrador Retriever
69757142,Lottie,Medium,Female,Adult,Black,Bulldog
69757146,Tank,Large,Male,Baby,Black,Great Dane
69757159,Lottie,Medium,Female,Adult,Black,Bulldog
69757162,Tank,Large,Male,Baby,Black,Great Dane
69757165,Crush,Large,Male,Baby,Black,Labrador Retriever
69757167,Tank,Large,Male,Baby,Black,Great Dane
69757172,Tank,Large,Male,Baby,Black,Great Dane
69757180,Tank,Large,Male,Baby,Black,Great Dane
69757182,Baby Girl,Small,Female,Young,Red,Australian Cattle Dog
69757190,Marilyn,Medium,Female,Young,Black,Siberian Husky
69757191,Mia,Medium,Female,Young,Black,American English Coonhound
69757195,Mia,Medium,Female,Young,Black,American English Coonhound
69757196,Marilyn ,Medium,Female,Young,Black,Siberian Husky
69757201,Mia,Medium,Female,Young,Black,American English Coonhound
69757221,Scarlett witch,Medium,Female,Baby,Black,Australian Cattle Dog
69757224,Vivi,Small,Female,Young,Yellow,Chihuahua
69757225,Mojo!,Large,Male,Baby,Black,Border Collie
69757232,Emmy,Large,Female,Baby,Blue Merle,Australian Shepherd
69757239,Vivi,Small,Female,Young,Yellow,Chihuahua
69757240,Mojo!,Large,Male,Baby,Black,Border Collie
69757242,Mojo!,Large,Male,Baby,Black,Border Collie
69757246,Mojo!,Large,Male,Baby,Black,Border Collie
69757247,Vivi,Small,Female,Young,Yellow,Chihuahua
69757252,Baloo,Large,Male,Adult,Brindle,Mastiff
69757257,Baloo,Large,Male,Adult,Brindle,Mastiff
69757260,Oscar,Small,Male,Adult,Brown,Chihuahua
69757264,Oscar,Small,Male,Adult,Brown,Chihuahua
69757268,Lady Bird,Large,Female,Adult,Red,Ibizan Hound
69757271,Lady Bird,Large,Female,Adult,Red,Ibizan Hound
69757274,Jindou,Small,Female,Young,Apricot,Parson Russell Terrier
69757284,Pearl,Small,Female,Baby,Black,American Staffordshire Terrier
69757286,Bronx,Medium,Male,Senior,,Siberian Husky
69757290,Karma,Small,Female,Baby,Yellow,Collie
69757296,Ichabod (In Foster),Small,Male,Young,,Bull Terrier
69757299,Butch,Large,Male,Adult,,Bull Terrier
69757308,Benny,Medium,Male,Young,,Labrador Retriever
69757320,Norma,Large,Female,Young,,Labrador Retriever
69757326,Olivia,Medium,Female,Young,,Australian Shepherd
69757328,Serval,Medium,Male,Adult,,Australian Shepherd
69757330,Rosa,Medium,Female,Baby,,Bull Terrier
69757332,Randy,Medium,Male,Adult,,Beagle
69757334,Chappy P4P,Medium,Male,Adult,,Bulldog
69757335,Kingston,Medium,Male,Adult,,Boxer
69757337,Prosecutor P4P,Medium,Male,Young,,Labrador Retriever
69757338,Nova,Medium,Female,Young,Black,Parson Russell Terrier
69757339,Nova,Medium,Female,Young,Black,Parson Russell Terrier
69757341,Tomas,Medium,Male,Baby,White,Labrador Retriever
69757342,Ellie,Small,Female,Young,Apricot,Parson Russell Terrier
69757351,Nova,Medium,Female,Young,Black,Parson Russell Terrier
69757363,Gideon TAF,Small,Male,Adult,Yellow,Chihuahua
69757367,Hope,Small,Female,Young,Brown,Parson Russell Terrier
69757372,Hope,Small,Female,Young,Brown,Parson Russell Terrier
69757374,XiangZi,Small,Male,Young,Black,Australian Cattle Dog
69757377,Hope,Small,Female,Young,Brown,Parson Russell Terrier
69757380,Izzie,Medium,Female,Young,Brown,Parson Russell Terrier
69757381,Izzie,Medium,Female,Young,Brown,Parson Russell Terrier
69757383,Izzie,Medium,Female,Young,Brown,Parson Russell Terrier
69757389,Twinkie,Small,Male,Baby,Apricot,Dachshund
69757393,Lark,Medium,Female,Young,Black,Siberian Husky
69757400,Lark,Medium,Female,Young,Black,Siberian Husky
69757401,Lark ,Medium,Female,Young,Black,Siberian Husky
69757402,Genevieve ,Large,Female,Adult,Bicolor,Saint Bernard
69757404,Saffie,Medium,Female,Adult,,Australian Cattle Dog
69757405,Lark ,Medium,Female,Young,Black,Siberian Husky
69757406,Dak,Large,Male,Adult,,Labrador Retriever
69757407,Bronson ,Large,Male,Adult,Apricot,Labrador Retriever
69757410,Indigo,Small,Male,Baby,Gray,Chihuahua
69757418,Stoy,Medium,Male,Young,,Siberian Husky
69757419,Ahuk,Medium,Male,Young,,Siberian Husky
69757420,Wednesday,Small,Female,Young,Black,Pug
69757421,Wednesday,Small,Female,Young,Black,Pug
69757422,Wednesday,Small,Female,Young,Black,Pug
69757424,Wednesday,Small,Female,Young,Black,Pug
69757427,Wednesday,Small,Female,Young,Black,Pug
69757428,Wednesday,Small,Female,Young,Black,Pug
69757429,Wednesday,Small,Female,Young,Black,Pug
69757430,Parker,Large,Male,Adult,,Labrador Retriever
69757431,Kiara,Small,Female,Young,,Parson Russell Terrier
69757433,Nuka,Small,Male,Adult,,Chihuahua
69757434,Sophie B,Large,Female,Adult,,Labrador Retriever
69757435,Scarlett,Extra Large,Female,Young,Yellow,Great Pyrenees
69757436,PEARLA,Small,Female,Adult,,Cavalier King Charles Spaniel
69757440,Hammy,Medium,Male,Adult,,Rottweiler
69757441,Ella Mae Roo,Large,Female,Adult,,Weimaraner
69757451,JORDAN,Large,Male,Young,,German Shepherd
69757452,Miklo,Large,Male,Senior,,Siberian Husky
69757453,Ryder the lab!,Medium,Male,Young,White,Labrador Retriever
69757459,Tapioca the kind Pointer,Medium,Female,Young,Brown,Pointer
69757460,CASTAWAY,Medium,Male,Young,,Labrador Retriever
69757461,Lionel,Medium,Male,Baby,Tricolor,German Shepherd
69757469,Lionel,Medium,Male,Baby,Tricolor,German Shepherd
69757470,Lionel,Medium,Male,Baby,Tricolor,German Shepherd
69757474,Lionel,Medium,Male,Baby,Tricolor,German Shepherd
69757476,Lionel,Medium,Male,Baby,Tricolor,German Shepherd
69757477,Lionel,Medium,Male,Baby,Tricolor,German Shepherd
69757480,Lionel,Medium,Male,Baby,Tricolor,German Shepherd
69757492,DESTINY,Large,Female,Baby,,Bull Terrier
69757494,Finley,Large,Female,Young,Yellow,Labrador Retriever
69757496,Crystal,Medium,Female,Adult,Tricolor,Beagle
69757497,Symba Sir Curly Tail,Medium,Male,Adult,White,Labrador Retriever
69757522,Lily,Large,Female,Young,White,German Shepherd
69757525,TOBIAS,Small,Male,Baby,,Australian Cattle Dog
69757526,TRISTAN,Small,Male,Baby,,Australian Cattle Dog
69757527,LYRIC,Small,Female,Baby,,Australian Shepherd
69757530,TERENCE,Medium,Male,Baby,,Australian Cattle Dog
69757531,PAISLEY,Medium,Female,Senior,,Australian Cattle Dog
69757535,LANA,Small,Female,Baby,,Australian Shepherd
69757536,TOMMY,Medium,Male,Baby,,Australian Cattle Dog
69757537,Zoy,Medium,Female,Senior,White,Chihuahua
69757540,RC Moose,Large,Male,Young,,Labrador Retriever
69757541,Manifest : Ben (Zeus),Medium,Male,Adult,Tricolor,Boxer
69757542,Hunger Games : Rue (Nova),Large,Female,Young,Tricolor,German Shepherd
69757543,Hunger Games : Gale (Tucker),Large,Male,Baby,Tricolor,German Shepherd
69757611,Woofgang Puck,Medium,Male,Young,,Bull Terrier
69757612,Sherlock Bones,Medium,Male,Young,,Bull Terrier
69757613,Black Betty,Medium,Female,Young,,Labrador Retriever
69757618,Penelope,Medium,Female,Adult,,Australian Cattle Dog
69757619,Gretchen,Small,Female,Young,,Parson Russell Terrier
69757622,Gizmo,Small,Male,Young,,Parson Russell Terrier
69757627,Lily,Small,Female,Adult,,Chihuahua
69757629,Laurel,Medium,Female,Baby,,Bull Terrier
69757630,Juniper,Medium,Female,Baby,,Bull Terrier
69757631,Lexi,Small,Female,Young,,Chihuahua
69757633,Paco,Small,Male,Adult,,Chihuahua
69757637,Barry,Small,Male,Adult,,Toy Fox Terrier
69757640,Anna Conda,Medium,Female,Young,,Collie
69757643,Cam Payne,Medium,Male,Young,,Collie
69757644,Al E Gater,Medium,Male,Young,,Collie
69757665,Anakin,Medium,Male,Young,,Bull Terrier
69757668,Joey,Medium,Male,Young,,Bull Terrier
69757669,Cecile,Medium,Female,Young,,Australian Shepherd
69757672,Moby,Extra Large,Male,Young,,Great Dane
69757689,Zeus,Large,Male,Young,,Great Pyrenees
69757695,Sierra,Medium,Female,Young,,Bull Terrier
69757696,Vinnie,Medium,Male,Young,,Ibizan Hound
69757699,Trouble,Medium,Male,Young,,Labrador Retriever
69757700,Gracie (G3),Medium,Female,Baby,,Bull Terrier
69757701,Ralphie,Medium,Male,Young,,Chihuahua
69757703,Graham (G1),Medium,Male,Baby,,Bull Terrier
69757704,Chance,Large,Male,Adult,,Labrador Retriever
69757705,Val,Medium,Female,Young,,Labrador Retriever
69757706,Gordie (G2),Medium,Male,Baby,,Bull Terrier
69757708,Solomon,Medium,Male,Young,,Bull Terrier
69757709,Troy,Large,Male,Adult,,Ibizan Hound
69757710,Mikey,Small,Male,Young,,Parson Russell Terrier
69757714,Dudley,Medium,Male,Adult,,Australian Shepherd
69757721,Colt,Medium,Male,Adult,,Labrador Retriever
69757724,Maisie,Large,Female,Adult,,Great Dane
69757725,Bronco,Medium,Male,Young,,Affenpinscher
69757729,Ace,Large,Male,Adult,,Labrador Retriever
69757730,Sparky/AC 24915 B,Medium,Male,Young,,Parson Russell Terrier
69757739,Elvis/AC 24908 A,Medium,Male,Young,,Boxer
69757740,Ruby/AC 24917,Medium,Female,Young,,Beagle
69757742,Pepper,Medium,Female,Young,,American English Coonhound
69757760,Joey (Dynamic Duo),Small,Male,Baby,Black,Chihuahua
69757761,Chandler (Dynamic Duo),Small,Male,Baby,,Chihuahua
69757770,Tazzy,Medium,Female,Adult,,Bull Terrier
69757772,Ghost,Medium,Male,Adult,,Pointer
69757778,Oreo,Medium,Male,Adult,,Pointer
69757779,CoCo,Medium,Female,Adult,,American English Coonhound
69757782,Diver,Large,Male,Young,,Bull Terrier
69757783,Pyp,Medium,Female,Young,,Ibizan Hound
69757792,Freckles,Medium,Female,Adult,,German Shepherd
69757833,Migos,Large,Male,Baby,,American English Coonhound
69757835,Migos,Large,Male,Baby,,American English Coonhound
69757849,Bonita (Bertha),Small,Female,Adult,,Shih Tzu
69757860,Chanel,Medium,Female,Adult,,Australian Shepherd
69757861,Yoda,Medium,Male,Adult,Tricolor,Bull Terrier
69757862,Kasper,Large,Male,Adult,,Siberian Husky
69757863,Nadine,Small,Female,Adult,Brown,Chihuahua
69757864,Romeo,Medium,Male,Adult,White,Bull Terrier
69757886,LOKI,Medium,Male,Young,,Bull Terrier
69757887,Samantha,Medium,Female,Baby,,Labrador Retriever
69757888,Snuggles,Medium,Female,Baby,,Labrador Retriever
69757889,Sunset,Medium,Female,Baby,,Labrador Retriever
69757890,Spencer,Medium,Male,Baby,,Labrador Retriever
69757891,Sushi,Medium,Female,Baby,,Labrador Retriever
69757893,Shadow,Medium,Female,Baby,,Labrador Retriever
69757894,Tiberius,Large,Male,Adult,Brown,Doberman Pinscher
69757897,Max,Medium,Male,Adult,,Parson Russell Terrier
69757901,Leesha,Medium,Female,Young,,Cocker Spaniel
69757903,Porter,Medium,Male,Young,,Boxer
69757904,Rosco,Medium,Male,Adult,,Miniature Pinscher
69757907,Buddy,Small,Male,Adult,,Yorkshire Terrier
69757908,Golden Retriever-Wendi,Medium,Female,Young,,Golden Retriever
69757910,Buffalo,Small,Male,Baby,Red,Cavalier King Charles Spaniel
69757911,Brando,Medium,Male,Adult,,Australian Shepherd
69757914,Jane,Medium,Female,Adult,,Pointer
69757917,Coleman,Medium,Male,Young,,Labrador Retriever
69757921,Maize,Medium,Male,Young,,Parson Russell Terrier
69757924,Nadine,Small,Female,Senior,Tricolor,Toy Fox Terrier
69757925,Dryfuss,Large,Male,Baby,Brown,German Shepherd
69757926,Freddy,Large,Male,Baby,,German Shepherd
69757927,Sheldon,Large,Male,Baby,Brown,German Shepherd
69757931,Mary Brewster,Small,Female,Baby,Black,Shiba Inu
69757933,Sky,Large,Female,Adult,Brown,German Shepherd
69757934,Francis Easton,Small,Male,Baby,White,Shiba Inu
69757938,Bella ,Large,Female,Baby,Black,German Shepherd
69757939,Spitz,Medium,Male,Adult,,Parson Russell Terrier
69757946,Constance,Small,Female,Adult,Apricot,Poodle
69757962,Daisy,Small,Female,Adult,Tricolor,Yorkshire Terrier
69757963,Lyla,Large,Female,Adult,,Golden Retriever
69757964,Luca,Medium,Male,Young,,Bull Terrier
69757967,Boxcar Litter: Maisie - Adoption Pending,Large,Female,Baby,Tricolor,Great Pyrenees
69757971,Chester,Small,Male,Senior,,Maltese
69757973,Ryder,Medium,Male,Young,,Bull Terrier
69757974,Charlie May,Small,Female,Young,Black,Parson Russell Terrier
69757975,Fall Five Litter: Cypress,Medium,Male,Baby,,Boxer
69757976,Boxcar Litter: Georgie,Large,Female,Baby,Tricolor,Great Pyrenees
69757979,Melvin,Medium,Male,Adult,Tricolor,Bull Terrier
69757979,Melvin,Medium,Male,Adult,Tricolor,Bull Terrier
69757980,Jules,Medium,Female,Adult,,Bull Terrier
69757981,Jack,Large,Male,Young,Black,German Shepherd
69757982,Quinn,Large,Female,Young,Tricolor,Bull Terrier
