Petfinder-ID,Name,Size,Gender,Age,Color,Breed
69782046,Opal,Medium,Female,Adult,White,Bull Terrier
69782054,Eliana,Medium,Female,Baby,,Parson Russell Terrier
69782061,Saint Remy,Medium,Male,Adult,Yellow,Bull Terrier
69782072,JAZZABELLE,Large,Female,Adult,,German Shepherd
69782093,Dog,Small,Female,Young,,Labrador Retriever
69782095,MADELINE,Large,Female,Adult,,German Shepherd
69782096,A167594,Large,Male,Adult,,German Shepherd
69782097,PEANUT,Small,Male,Young,,Chihuahua
69782098,A167615,Small,Male,Baby,,Border Collie
69782099,PUDDIN,Medium,Female,Young,,Bull Terrier
69782100,Saint Remy,Medium,Male,Adult,Yellow,Bull Terrier
69782110,DARBY HART,Medium,Female,Young,,Siberian Husky
69782111,JOLLY,Medium,Female,Young,,Collie
69782117,EMMA,Large,Female,Adult,,Bull Terrier
69782123,Dog,Medium,Male,Baby,,Bull Terrier
69782124,RICO,Large,Male,Adult,,German Shepherd
69782125,ATHENA,Large,Female,Young,,Siberian Husky
69782127,ASTRID,Large,Female,Young,,Siberian Husky
69782129,DEXTER,Large,Male,Adult,,Bull Terrier
69782130,CORNISH,Large,Female,Adult,,Siberian Husky
69782147,BAJA BLAST,Large,Male,Young,,Boxer
69782150,BOBA FETCH,Large,Male,Adult,,Bull Terrier
69782153,BRANDI,Large,Female,Adult,,Bull Terrier
69782158,TINA,Medium,Female,Young,,Labrador Retriever
69782162,SYDNEY,Large,Female,Adult,,American English Coonhound
69782167,Giddy,Small,Female,Baby,Black,Bull Terrier
69782169,Chill,Small,Male,Baby,Gray,Bull Terrier
69782170,Vibe,Small,Female,Baby,Brown,Bull Terrier
69782173,CHOCOLATE,Large,Female,Senior,,Labrador Retriever
69782174,LIBBY,Medium,Female,Young,,Australian Cattle Dog
69782175,BOWSER,Medium,Male,Young,,Bull Terrier
69782177,WISHBONE,Medium,Male,Young,,Australian Cattle Dog
69782178,MUNECA*,Large,Female,Young,,German Shepherd
69782186,Saint Remy,Medium,Male,Adult,Yellow,Bull Terrier
69782187,Jacky,Medium,Male,Adult,Yellow,English Cocker Spaniel
69782199,Link,Small,Male,Young,Yellow,Ibizan Hound
69782200,Ivanka (Harlow),Medium,Female,Young,Gray,Keeshond
69782201,Turtle,Large,Male,Adult,White,American Staffordshire Terrier
69782208,Rhodey,Small,Male,Young,Brindle,Chihuahua
69782215,Tom,Medium,Male,Baby,Tricolor,Border Collie
69782222,Lazer,Small,Male,Baby,Brown,Basset Hound
69782234,Hailey ,Medium,Female,Baby,Tricolor,Collie
69782235,Jerry,Medium,Male,Baby,Black,Border Collie
69782236,Pomegranate,Medium,Female,Young,Brown,Labrador Retriever
69782237,Tobias,Large,Male,Young,Yellow,Labrador Retriever
69782239,Ghost,Large,Male,Adult,White,Bull Terrier
69782240,Annie,Medium,Female,Young,,Labrador Retriever
69782242,Bo Jackson,Medium,Male,Young,White,Ibizan Hound
69782243,*Brigham*,Large,Male,Adult,,German Shepherd
69782244,Dixie ,Medium,Female,Baby,White,Border Collie
69782291,Nala Jane Dogs BFF,Medium,Female,Adult,Apricot,Labrador Retriever
69782292,Jasper (blue),Medium,Male,Baby,Tricolor,Siberian Husky
69782293,Rosalie,Medium,Female,Baby,Tricolor,Siberian Husky
69782294,Edward (Sam),Medium,Male,Baby,Tricolor,Siberian Husky
69782298,Danzig FTA Reptar Blue located in NE,Large,Male,Adult,,Belgian Sheepdog
69782332,Bogart,Large,Male,Young,,Labrador Retriever
69782341,Blair,Large,Female,Adult,,Labrador Retriever
69782342,Sheila,Large,Female,Adult,,German Shepherd
69782343,Peanut,Small,Male,Adult,,Chihuahua
69782344,Ratatouille,Small,Male,Adult,,Chihuahua
69782345,Potato,Medium,Male,Young,,Parson Russell Terrier
69782346,Molasses,Medium,Male,Young,,Parson Russell Terrier
69782354,Tanner,Small,Female,Adult,,Dachshund
69782361,Sugar,Medium,Female,Young,,Australian Shepherd
69782371,Bram,Small,Male,Adult,,Bull Terrier
69782373,Elsa,Large,Female,Adult,,American English Coonhound
69782374,Raynor,Medium,Male,Adult,,Labrador Retriever
69782376,Royal,Large,Male,Baby,,Bull Terrier
69782379,Mazie,Small,Female,Adult,,Bull Terrier
69782387,Blueberry Muffin,Medium,Female,Adult,,Parson Russell Terrier
69782399,Stella,Medium,Female,Young,,Greyhound
69782413,Papaya,Small,Female,Young,Brown,Labrador Retriever
69782424,Cricket - Thorny,Small,Female,Baby,Brown,Chihuahua
69782425,Cricket - Thumper,Small,Male,Baby,,Chihuahua
69782430,Panda,Small,Male,Young,White,Parson Russell Terrier
69782482,Zubat A160415,Large,Male,Young,Gray,Great Dane
69782483,Rocky,Small,Male,Young,,Chihuahua
69782485,Lulu,Small,Female,Adult,,Soft-Coated Wheaten Terrier
69782490,Cantalope,Medium,Female,Young,Brown,Labrador Retriever
69782491,Curly,Medium,Male,Senior,Brown,Pug
69782492,PWO (Poo),Small,Female,Senior,,Parson Russell Terrier
69782494,Cassian,Small,Male,Adult,White,Parson Russell Terrier
69782501,Rylan Ark the dog for BOYS,Medium,Male,Adult,Brindle,Bull Terrier
69782506,Effie ,Large,Female,Adult,,Australian Shepherd
69782514,Stash,Medium,Male,Baby,,Golden Retriever
69782515,Kim,Medium,Female,Baby,Tricolor,Ibizan Hound
69782516,Serenity,Medium,Female,Baby,Tricolor,Ibizan Hound
69782517,Kayla,Medium,Female,Baby,Tricolor,Ibizan Hound
69782518,Sydelle,Medium,Female,Baby,Tricolor,Golden Retriever
69782521,Nutmeg,Large,Female,Baby,Red,American English Coonhound
69782524,Roxy,Large,Female,Senior,Apricot,Bulldog
69782550,Wanda,Small,Female,Adult,Tricolor,Poodle
69782554,Koda,Medium,Male,Adult,Yellow,Australian Shepherd
69782563,Weiser / Nina,Medium,Female,Adult,,Labrador Retriever
69782565,Willa,Large,Female,Adult,Black,Australian Shepherd
69782572,A Jinkies,Medium,Male,Baby,Gray,American Staffordshire Terrier
69782576,Jack,Small,Male,Baby,Gray,Yorkshire Terrier
69782577,Mango,Medium,Male,Young,Brown,Labrador Retriever
69782595,Shelby,Medium,Female,Senior,,Chihuahua
69782597,Cookie,Medium,Female,Adult,,Pomeranian
69782598,Luna,Medium,Female,Adult,,Pug
69782603,Stewart,Large,Male,Adult,,American Staffordshire Terrier
69782605,Jill,Small,Female,Baby,Brown,Yorkshire Terrier
69782617,Pumpkaboo A160479,Medium,Female,Baby,Black,Australian Shepherd
69782637,RGV puppies,Large,Female,Baby,,German Shepherd
69782639,Hoppip A160516,Medium,Female,Young,Gray,Staffordshire Bull Terrier
69782642,Forrest,Medium,Male,Adult,,Beagle
69782644,Pinaapple,Medium,Male,Young,Black,Labrador Retriever
69782645,Billy,Small,Male,Baby,Black,Shih Tzu
69782649,Spoink A160501,Medium,Female,Baby,White,Pointer
69782655,PENNY,Medium,Female,Young,,Labrador Retriever
69782657,Snorlax A160487,Medium,Male,Young,Brown,Bull Terrier
69782658,CHIP,Medium,Male,Young,Black,Ibizan Hound
69782670,MARY,Medium,Female,Young,,Bull Terrier
69782671,SWEETPEA,Small,Female,Young,,Australian Cattle Dog
69782674,REESE,Large,Female,Young,,German Shepherd
69782676,FRANKEE,Large,Male,Adult,,Staffordshire Bull Terrier
69782677,CHAD,Medium,Male,Young,,Staffordshire Bull Terrier
69782678,COBY,Medium,Male,Young,,Staffordshire Bull Terrier
69782680,NOEL,Large,Male,Young,,Labrador Retriever
69782681,CELL,Large,Male,Young,,American Staffordshire Terrier
69782682,VICTOR,Medium,Male,Young,,Labrador Retriever
69782683,HUCK,Large,Male,Adult,,Bullmastiff
69782684,BINX,Large,Female,Young,,German Shepherd
69782686,CALVIN,Large,Male,Adult,,German Shepherd
69782687,DARLA,Medium,Female,Adult,,Siberian Husky
69782691,PAPI,Small,Male,Adult,,Chihuahua
69782693,COPPER,Medium,Male,Young,,Labrador Retriever
69782696,SKIPPER,Medium,Female,Adult,,Chihuahua
69782697,PAISLEY,Large,Female,Adult,,Labrador Retriever
69782706,DORIAN,Large,Male,Adult,,Australian Cattle Dog
69782710,PORTIA*,Large,Female,Young,,Belgian Sheepdog
69782711,MAX,Large,Male,Young,,Australian Cattle Dog
69782713,MILO,Medium,Male,Young,,Australian Shepherd
69782717,TINY,Small,Female,Young,,Rottweiler
69782719,MATTIE,Small,Female,Baby,,Bull Terrier
69782720,ORION,Small,Male,Young,,German Shepherd
69782725,BO,Small,Male,Baby,,Bull Terrier
69782726,VERONICA,Large,Female,Young,,Anatolian Shepherd Dog
69782727,BIRDIE,Small,Female,Young,,Pointer
69782731,BRODY,Medium,Male,Young,,German Shepherd
69782733,SEVLED,Medium,Male,Adult,,Labrador Retriever
69782741,SARAH CONNER,Large,Female,Young,,Bull Terrier
69782743,SCRATCH,Large,Male,Adult,,Bull Terrier
69782754,Dog,Large,Female,Young,,Siberian Husky
69782759,Dog,Large,Female,Young,,Bull Terrier
69782761,MONSTER,Large,Male,Young,,Siberian Husky
69782771,ANUBIS,Medium,Male,Young,,German Shepherd
69782817,Darling Winifred,Large,Female,Adult,,Australian Shepherd
69782841,Surskit A160504,Large,Male,Young,Brindle,Bulldog
69782842,Rudy,Medium,Male,Adult,White,Labrador Retriever
69782847,Clarice,Small,Female,Baby,Black,Standard Schnauzer
69782851,Juliet,Medium,Female,Baby,Brown,Labrador Retriever
69782863,Hat Trick,Large,Male,Young,Black,German Shepherd
69782873,Manchester Terriery,Medium,Male,Adult,White,American Staffordshire Terrier
69782875,Kevin,Large,Male,Adult,Yellow,American Staffordshire Terrier
69782880,Boy Boy Jr,Large,Male,Baby,Black,Bull Terrier
69782881,Lucian,Small,Male,Adult,Yellow,Yorkshire Terrier
69782886,Harry,Medium,Male,Young,Black,Bull Terrier
69782896,Willow,Medium,Female,Young,Black,Labrador Retriever
69782920,Swiftie,Medium,Female,Baby,Black,Labrador Retriever
69782921,Damien AKA Day Day (COH-A-8126),Small,Male,Senior,White,Chinese Crested
69782925,Coco,Small,Female,Baby,Black,Dachshund
69782955,Buddha,Medium,Female,Adult,,Bull Terrier
69782956,Russ,Medium,Male,Adult,,Ibizan Hound
69782957,54716694,Small,Male,Baby,,Chihuahua
69782960,Blanco,Large,Male,Adult,,Bull Terrier
69782961,Bennie,Medium,Male,Adult,,Labrador Retriever
69782986,Edith,Medium,Female,Adult,,Border Collie
69782993,Sweet Bear -Urgent/ Donations Needed,Medium,Male,Adult,Apricot,Cocker Spaniel
69782998,Lizzie,Small,Female,Senior,,Chihuahua
69783004,Lima,Medium,Female,Baby,,Siberian Husky
69783013,August,Medium,Female,Baby,Black,Labrador Retriever
69783020,Jack,Small,Male,Young,,American English Coonhound
69783021,Jill,Small,Female,Young,,American English Coonhound
69783022,Shyra,Large,Female,Adult,,German Shepherd
69783024,Brownie,Small,Female,Baby,Black,Dachshund
69783048,Honeythorn Gump,Medium,Male,Young,Black,Doberman Pinscher
69783054,Fosters Needed,Small,Female,Adult,,Labrador Retriever
69783118,China,Large,Female,Young,,Bull Terrier
69783126,Hawaiian Orchid,Small,Female,Adult,Yellow,Chihuahua
69783127,Microbat,Small,Male,Senior,Yellow,Chihuahua
69783130,Juliette,Medium,Female,Young,,Great Pyrenees
69783137,Serge,Small,Male,Baby,Bicolor,German Shepherd
69783138,TAYLOR,Medium,Female,Baby,Brindle,Labrador Retriever
69783141,Luna,Medium,Female,Young,,Parson Russell Terrier
69783143,Hazel,Medium,Female,Baby,Brindle,Chinese Shar Pei
69783144,Keita,Small,Male,Baby,Tricolor,Akita
69783147,Moku,Small,Male,Baby,Black,Akita
69783148,Snoop,Medium,Male,Young,,American English Coonhound
69783164,Max,Small,Male,Baby,Yellow,Dachshund
69783165,Fabio ,Medium,Male,Baby,,Labrador Retriever
69783166,Patrick,Small,Male,Baby,White,Akita
69783167,Snowball,Medium,Female,Baby,Black,Bernese Mountain Dog
69783168,Minnie,Medium,Female,Baby,,Parson Russell Terrier
69783169,Mr. Fantastic,Medium,Male,Adult,Tricolor,Beagle
69783170,Meg,Small,Female,Adult,Yellow,Chihuahua
69783171,Rain,Medium,Female,Baby,Brindle,Labrador Retriever
69783172,Dexter,Medium,Male,Young,Brown,Australian Shepherd
69783174,HAZEL,Small,Female,Adult,Brown,Toy Fox Terrier
69783184,Voldemort,Small,Male,Baby,,Parson Russell Terrier
69783205,Phyllis,Large,Female,Adult,,Bull Terrier
69783211,Mickey,Medium,Male,Baby,Red,Parson Russell Terrier
69783212,Denver,Medium,Male,Young,Black,Labrador Retriever
69783214,Drew,Medium,Male,Baby,Brown,Labrador Retriever
69783217,Denver,Medium,Male,Young,Black,Labrador Retriever
69783219,Ace,Large,Female,Young,Gray,Bull Terrier
69783222,Denver,Medium,Male,Young,Black,Labrador Retriever
69783223,Lady Bug,Small,Female,Adult,Brindle,Chihuahua
69783231,Dave,Large,Male,Senior,Black,Labrador Retriever
69783240,Lily,Medium,Female,Baby,,Labrador Retriever
69783244,Ben,Small,Male,Young,Bicolor,Chihuahua
69783245,Sally,Medium,Female,Baby,,Boxer
69783257,DIXIE BELL,Medium,Female,Young,,Pointer
69783258,JAX,Small,Male,Young,,Parson Russell Terrier
69783260,RICO,Medium,Male,Adult,,Bull Terrier
69783266,EEYORE,Medium,Male,Young,,Bull Terrier
69783267,SNOWFLAKES,Large,Female,Adult,,Mastiff
69783277,BEIGNET,Large,Male,Young,,Bull Terrier
69783279,SPARKLE,Large,Female,Young,,Rhodesian Ridgeback
69783280,BEAR,Large,Male,Adult,,German Shepherd
69783288,VIENNA,Large,Female,Young,,Doberman Pinscher
69783290,COWBOY,Large,Male,Young,,Australian Cattle Dog
69783291,CRYSTAL,Large,Female,Adult,,Great Pyrenees
69783292,BADGER,Medium,Male,Young,,Labrador Retriever
69783293,SNOWMAN,Large,Male,Adult,,Great Pyrenees
69783294,NIGHTINGALE,Small,Female,Adult,,Bull Terrier
69783295,BEAUTY,Large,Female,Adult,,German Shepherd
69783300,ROCKY,Medium,Male,Baby,,German Shepherd
69783304,ROSIE,Medium,Female,Adult,,Bull Terrier
69783306,APOLLO,Medium,Male,Baby,,German Shepherd
69783340,Ranger,Large,Male,Adult,,Bull Terrier
69783342,Freddie,Medium,Male,Baby,Brown,Bull Terrier
69783352,Freddie,Medium,Male,Baby,Brown,Bull Terrier
69783355,Holly,Large,Female,Baby,Yellow,Great Pyrenees
69783356,Abbey,Large,Female,Baby,Yellow,Great Pyrenees
69783359,Buddy ,Small,Male,Senior,White,Bichon Frise
69783365,Freddie,Medium,Male,Baby,Brown,Bull Terrier
69783369,Fawn G/C,Large,Female,Baby,White,Labrador Retriever
69783374,Lucy,Medium,Female,Young,Yellow,Bloodhound
69783375,Champ,Large,Male,Young,Brown,German Shepherd
69783386,Freddie,Medium,Male,Baby,Brown,Bull Terrier
69783400,Joanie,Small,Female,Baby,Brown,Australian Shepherd
69783401,Josie,Medium,Female,Baby,Black,Australian Shepherd
69783405,Chicken Nugget Ark,Large,Female,Senior,White,American Staffordshire Terrier
69783408,Bricker Ark,Large,Male,Adult,Brindle,Plott
69783409,Willow Soho,Large,Female,Adult,Gray,Labrador Retriever
69783410,Whimberly Soho,Large,Female,Adult,Gray,Labrador Retriever
69783412,Shawna New Caney the mini GSD,Medium,Female,Adult,Black,German Shepherd
69783415,Clank,Medium,Male,Baby,,Boston Terrier
69783416,Fiona. G/C,Large,Female,Baby,White,Labrador Retriever
69783421,Beau,Small,Male,Adult,,Shih Tzu
69783422,Beauty,Small,Female,Adult,,Shih Tzu
69783427,Daffodil,Medium,Female,Adult,,Australian Shepherd
69783433,Sadie ,Small,Female,Senior,,Chihuahua
69783440,Franie G/C,Medium,Female,Baby,White,Labrador Retriever
69783443,Felicity. G.C,Large,Female,Baby,White,Labrador Retriever
69783444,Parker,Large,Male,Young,Black,Labrador Retriever
69783490,Grace,Small,Female,Baby,Brown,Chihuahua
69783491,Olivia,Medium,Female,Baby,Golden,Parson Russell Terrier
69783500,Lt. Dan (Danny),Large,Male,Young,Bicolor,Labrador Retriever
69783503,Leo,Small,Male,Baby,Brindle,Parson Russell Terrier
69783504,Yoshi,Medium,Male,Baby,Brindle,Parson Russell Terrier
69783507,Kennedy,Medium,Female,Young,Yellow,Labrador Retriever
69783513,Travis,Small,Male,Baby,Black,Cavalier King Charles Spaniel
69783527,Buddy,Large,Male,Adult,Black,Labrador Retriever
69783532,Kelce,Small,Male,Baby,Golden,Cavalier King Charles Spaniel
69783535,Willow Soho,Large,Female,Adult,Gray,Labrador Retriever
69783545,Fluffy,Small,Male,Young,White,Maltese
69783547,Taylor,Small,Female,Baby,Golden,Cavalier King Charles Spaniel
69783554,Tater tot trio,Medium,Female,Baby,Yellow,Cocker Spaniel
69783556,Harlow,Medium,Female,Adult,Yellow,Australian Shepherd
69783566,Jason,Medium,Male,Baby,Brown,Australian Shepherd
69783572,Herman,Small,Male,Young,Brindle,Plott
69783573,Rocky,Small,Male,Young,Black,Australian Shepherd
69783577,Cooper,Medium,Male,Young,,Old English Sheepdog
69783579,Maggie,Small,Female,Adult,Apricot,Parson Russell Terrier
69783586,Rocket,Medium,Male,Young,,Australian Cattle Dog
69783587,Mr Malone,Medium,Male,Adult,,Standard Schnauzer
69783590,Blue ,Medium,Male,Young,Blue Merle,Australian Shepherd
69783591,Sweeney Todd,Extra Large,Male,Baby,White,Great Dane
69783592,Skellington,Extra Large,Male,Baby,Black,Great Dane
69783594,Whimberly Soho,Large,Female,Adult,Gray,Labrador Retriever
69783604,Duckie,Large,Female,Baby,Tricolor,Bull Terrier
69783619,SPICED APPLE TODDY,Small,Male,Young,,Labrador Retriever
69783623,ZIGGY,Small,Male,Adult,,Poodle
69783634,Pinto,Large,Male,Baby,Apricot,Parson Russell Terrier
69783636,Deacon ,Large,Male,Adult,Tricolor,Australian Shepherd
69783645,Jackson,Medium,Male,Young,Tricolor,Beagle
69783651,Bricker Ark,Large,Male,Adult,Brindle,Plott
69783659,Darla,Large,Female,Adult,Tricolor,Bernese Mountain Dog
69783663,Turbo,Large,Male,Baby,,Australian Shepherd
69783665,Celeste,Small,Female,Young,,Chihuahua
69783675,Giblet,Medium,Male,Baby,,Australian Shepherd
69783705,Lina,Large,Female,Young,Gray,Labrador Retriever
69783707,Kobe - Pending,Large,Male,Baby,Black,German Shepherd
69783710,Mackenzie,Large,Female,Baby,,Labrador Retriever
69783714,Shawna New Caney the mini GSD,Medium,Female,Adult,Black,German Shepherd
69783717,Sundance,Medium,Male,Adult,,Ibizan Hound
69783719,Sailor Venus,Medium,Female,Baby,,Anatolian Shepherd Dog
69783723,Milo,Large,Male,Adult,,Bull Terrier
69783729,Tammy,Small,Female,Baby,,Finnish Lapphund
69783733,Geraldine,Medium,Female,Adult,Gray,Parson Russell Terrier
69783737,Honey,Small,Female,Adult,,Chihuahua
69783738,Juju,Small,Female,Adult,,Chihuahua
69783741,Bean (fka: Artemis),Large,Female,Adult,,Siberian Husky
69783749,54835061,Small,Female,Senior,,Chihuahua
69783750,Majesty,Medium,Female,Adult,,Bull Terrier
69783752,Brandy ,Large,Female,Adult,,Bull Terrier
69783774,Big Bear,Medium,Female,Adult,,Mastiff
69783776,Snoopy,Small,Male,Adult,Blue Merle,Australian Shepherd
69783778,Marmalade,Small,Male,Baby,Red,Chihuahua
69783787,Gomez,Medium,Male,Baby,,Labrador Retriever
69783788,Graci,Medium,Female,Baby,,Labrador Retriever
69783789,Grizzly,Medium,Male,Baby,,Labrador Retriever
69783790,Genie,Medium,Female,Baby,,Labrador Retriever
69783791,Gia,Medium,Female,Baby,,Labrador Retriever
69783850,Aria,Large,Female,Young,Gray,Bull Terrier
69783856,Aria,Large,Female,Young,Gray,Bull Terrier
69783857,Aria,Large,Female,Young,Gray,Bull Terrier
69783858,Aria,Large,Female,Young,Gray,Bull Terrier
69783874,Jack,Large,Male,Baby,,Mastiff
69783876,Helen,Large,Female,Adult,Black,Australian Shepherd
69783883,Aria,Large,Female,Young,Gray,Bull Terrier
69783889,Buddy,Large,Female,Young,,Belgian Sheepdog
69783890,Aria,Large,Female,Young,Gray,Bull Terrier
69783892,Aria,Large,Female,Young,Gray,Bull Terrier
69783896,BITTIE SMALLS,Small,Female,Baby,White,Beagle
69783897,Brody,Small,Male,Baby,Brindle,Australian Shepherd
69783898,BENSON,Small,Male,Baby,White,Parson Russell Terrier
69783899,Waylon,Large,Male,Young,Red,Labrador Retriever
69783902,Griffy,Small,Male,Adult,Black,Chihuahua
69783903,Aria,Large,Female,Young,Gray,Bull Terrier
69783904,Hamlet,Large,Male,Adult,Black,German Shepherd
69783912,Apple,Large,Female,Baby,Black,Australian Shepherd
69783916,Molly,Medium,Female,Baby,Black,Labrador Retriever
69783923,Colby,Large,Male,Adult,Black,Labrador Retriever
69783924,Bayne,Small,Male,Adult,,Shih Tzu
69783925,Leo,Medium,Male,Young,,Poodle
69783946,Aria,Large,Female,Young,Gray,Bull Terrier
69783953,Alvie,Large,Male,Young,Gray,Bull Terrier
69783956,Rosy,Small,Female,Young,,Parson Russell Terrier
69783960,Alvie,Large,Male,Young,Gray,Bull Terrier
69783962,Alvie,Large,Male,Young,Gray,Bull Terrier
69783966,Tallahassee,Medium,Male,Adult,Brown,Ibizan Hound
69783969,Alvie,Large,Male,Young,Gray,Bull Terrier
69783977,Alvie,Large,Male,Young,Gray,Bull Terrier
69783980,Alvie,Large,Male,Young,Gray,Bull Terrier
69783986,Alvie,Large,Male,Young,Gray,Bull Terrier
69783988,Sammie,Small,Male,Young,Black,Miniature Pinscher
69783991,Brownie and Riddick,Medium,Male,Baby,Black,Labrador Retriever
69784014,Alvie,Large,Male,Young,Gray,Bull Terrier
69784024,Chicken Nugget Ark,Large,Female,Senior,White,American Staffordshire Terrier
69784025,Kevin,Small,Male,Young,Brown,Parson Russell Terrier
69784042,Boomer,Medium,Male,Baby,,Australian Cattle Dog
69784044,Ricky Bobby,Medium,Male,Young,Black,Australian Shepherd
69784053,Goldie,Small,Female,Senior,Apricot,Yorkshire Terrier
69784056,Genie,Small,Female,Senior,,Miniature Pinscher
69784058,*Rocco* Puppy,Medium,Male,Baby,Black,Labrador Retriever
69784062,Urgent two brother scheduled to die!!!,Medium,Male,Adult,Black,German Shepherd
69784067,Spencer Hughes The BEST Dog,Large,Male,Adult,Brindle,German Shepherd
69784072,Bud,Large,Male,Adult,,Anatolian Shepherd Dog
69784085,Bandit,Medium,Male,Young,Apricot,Australian Cattle Dog
69784106,Winston,Medium,Male,Baby,White,Dachshund
69784108,Bengi,Medium,Male,Adult,,Chihuahua
69784120,Sancho,Medium,Male,Young,White,Bull Terrier
69784124,Cindy,Medium,Female,Adult,White,Bull Terrier
69784126,Beast,Medium,Male,Baby,Apricot,Australian Cattle Dog
69784128,Cindy,Medium,Female,Adult,White,Bull Terrier
69784135,Cindy,Medium,Female,Adult,White,Bull Terrier
69784141,Monkey,Small,Male,Adult,Black,Pug
69784146,Monkey,Small,Male,Adult,Black,Pug
69784148,Jolene,Medium,Female,Young,,Ibizan Hound
69784149,Scott &#39;Storm&#39;,Medium,Male,Young,,Labrador Retriever
69784160,Keedum Loves Netflix Nights,Large,Male,Senior,Golden,Labrador Retriever
69784162,Pete,Small,Male,Adult,,Miniature Pinscher
69784165,Sunshine ,Medium,Female,Adult,Yellow,Bull Terrier
69784168,Chambley 1/Juke,Small,Male,Young,Brindle,Australian Cattle Dog
69784171,Sunshine,Medium,Female,Adult,Yellow,Bull Terrier
69784181,Ruckus,Medium,Male,Young,,Bull Terrier
69784182,Bo,Large,Male,Young,,Bull Terrier
69784183,Moxie,Medium,Female,Adult,,Labrador Retriever
69784184,Alvin,Medium,Male,Adult,,Bull Terrier
69784186,Ralphie,Medium,Male,Adult,,Bull Terrier
69784189,Koko,Medium,Female,Adult,,Ibizan Hound
69784196,Baby,Medium,Female,Baby,Tricolor,Boxer
69784199,Saylor F,Small,Male,Adult,Black,Chihuahua
69784202,Baby,Medium,Female,Baby,Tricolor,Boxer
69784205,Baby,Medium,Female,Baby,Tricolor,Boxer
69784208,Baby,Medium,Female,Baby,Tricolor,Boxer
69784211,Baby,Medium,Female,Baby,Tricolor,Boxer
69784214,Baby,Medium,Female,Baby,Tricolor,Boxer
69784219,Baby,Medium,Female,Baby,Tricolor,Boxer
69784228,Poker,Small,Male,Adult,Gray,Shih Tzu
69784232,Layla,Small,Female,Adult,Tricolor,Parson Russell Terrier
69784235,Barkley,Medium,Male,Baby,Black,Labrador Retriever
69784242,Poker,Small,Male,Adult,Gray,Shih Tzu
69784247,Turk,Large,Male,Adult,Yellow,Staffordshire Bull Terrier
69784257,Jasper (FKA Bishop Bunny),Medium,Male,Adult,Red,Bull Terrier
69784259,Jasper (FKA Bishop Bunny),Medium,Male,Adult,Red,Bull Terrier
69784263,Jasper (FKA Bishop Bunny),Medium,Male,Adult,Red,Bull Terrier
69784265,Jasper (FKA Bishop Bunny),Medium,Male,Adult,Red,Bull Terrier
69784267,Jasper (FKA Bishop Bunny),Medium,Male,Adult,Red,Bull Terrier
69784268,Jasper (FKA Bishop Bunny),Medium,Male,Adult,Red,Bull Terrier
69784270,Jasper (FKA Bishop Bunny),Medium,Male,Adult,Red,Bull Terrier
69784281,Lady Lotus,Medium,Female,Adult,Yellow,Belgian Sheepdog
69784286,Ratty Bean,Small,Female,Baby,,Whippet
69784287,Sara Bean,Medium,Female,Baby,,Whippet
69784296,Keedum Loves Netflix Nights,Large,Male,Senior,Golden,Labrador Retriever
69784297,Annie Frannie,Medium,Female,Adult,White,Parson Russell Terrier
69784299,Betsy Boo,Large,Female,Adult,Brown,Bull Terrier
69784303,Ricky Bobby,Medium,Male,Adult,Black,Australian Shepherd
69784304,Spencer Hughes the BEST dog,Large,Male,Adult,Brindle,German Shepherd
69784306,Mitch Flare,Large,Male,Adult,Brindle,Boxer
69784309,Lady Lotus,Medium,Female,Adult,Yellow,Belgian Sheepdog
69784313,Bumi Boomerang,Medium,Male,Adult,Brindle,Australian Shepherd
69784315,Beauregard,Medium,Male,Adult,,Ibizan Hound
69784317,Javier,Medium,Male,Baby,White,Bull Terrier
69784322,Javier,Medium,Male,Baby,White,Bull Terrier
69784323,Javier,Medium,Male,Baby,White,Bull Terrier
69784324,Javier,Medium,Male,Baby,White,Bull Terrier
69784328,Javier,Medium,Male,Baby,White,Bull Terrier
69784330,Bruno,Medium,Male,Senior,White,Finnish Spitz
69784337,Javier,Medium,Male,Baby,White,Bull Terrier
69784338,Javier,Medium,Male,Baby,White,Bull Terrier
69784341,Javier,Medium,Male,Baby,White,Bull Terrier
69784347,Baby Maxwell Jerome,Small,Male,Young,,Cairn Terrier
69784352,Loki (Stein),Medium,Male,Young,,Boxer
69784354,Doris,Medium,Female,Young,,Labrador Retriever
69784357,Stew,Medium,Male,Adult,,American English Coonhound
69784365,Javier,Medium,Male,Baby,White,Bull Terrier
69784367,Javier,Medium,Male,Baby,White,Bull Terrier
69784370,Javier,Medium,Male,Baby,White,Bull Terrier
69784387,Dexter,Medium,Male,Baby,Brindle,Boxer
69784390,Justin,Medium,Male,Baby,,Labrador Retriever
69784393,Vinny,Small,Male,Adult,Apricot,Chihuahua
69784394,Izzy,Small,Female,Young,Bicolor,Border Collie
69784395,Daisy,Medium,Female,Young,Gray,Bull Terrier
69784399,Rex ,Medium,Male,Young,,German Shepherd
69784400,Rex ,Medium,Male,Young,,German Shepherd
69784401,Rex ,Medium,Male,Young,,German Shepherd
69784402,Sparkle ,Medium,Female,Adult,White,Bull Terrier
69784403,Daisy,Medium,Female,Young,Gray,Bull Terrier
69784405,Daisy,Medium,Female,Young,Gray,Bull Terrier
69784408,Pumpkin,Medium,Female,Baby,White,Parson Russell Terrier
69784409,Bean,Small,Male,Baby,White,Parson Russell Terrier
